name,stars,language,owner,url,created_at,age_years,license
react-select,27309,TypeScript,JedWatson,https://github.com/JedWatson/react-select,2014-08-26T04:27:45Z,9.75,MIT License
YesPlayMusic,27305,Vue,qier222,https://github.com/qier222/YesPlayMusic,2020-10-09T10:04:21Z,3.62,MIT License
Daily-Interview-Question,27300,JavaScript,Advanced-Frontend,https://github.com/Advanced-Frontend/Daily-Interview-Question,2019-01-19T10:49:00Z,5.35,No License
mobx,27277,TypeScript,mobxjs,https://github.com/mobxjs/mobx,2015-03-14T14:31:38Z,9.2,MIT License
underscore,27247,JavaScript,jashkenas,https://github.com/jashkenas/underscore,2009-10-25T18:31:06Z,14.58,MIT License
nginxconfig.io,27246,JavaScript,digitalocean,https://github.com/digitalocean/nginxconfig.io,2018-01-05T14:21:14Z,6.38,MIT License
ruff,27240,Rust,astral-sh,https://github.com/astral-sh/ruff,2022-08-09T17:17:44Z,1.79,MIT License
waifu2x,27218,Lua,nagadomi,https://github.com/nagadomi/waifu2x,2015-05-17T07:29:15Z,9.02,MIT License
folly,27216,C++,facebook,https://github.com/facebook/folly,2012-06-01T20:49:04Z,11.98,Apache License 2.0
editor.js,27131,TypeScript,codex-team,https://github.com/codex-team/editor.js,2015-11-28T20:56:35Z,8.49,Apache License 2.0
rufus,27129,C,pbatard,https://github.com/pbatard/rufus,2011-11-19T19:12:05Z,12.52,GNU General Public License v3.0
yapi,27121,JavaScript,YMFE,https://github.com/YMFE/yapi,2016-05-30T09:09:09Z,7.99,Apache License 2.0
pytorch-lightning,27112,Python,Lightning-AI,https://github.com/Lightning-AI/pytorch-lightning,2019-03-31T00:45:57Z,5.15,Apache License 2.0
upscayl,27092,TypeScript,upscayl,https://github.com/upscayl/upscayl,2022-07-30T17:19:20Z,1.81,GNU Affero General Public License v3.0
weui,27080,Less,Tencent,https://github.com/Tencent/weui,2014-12-18T04:09:54Z,9.44,Other
JCSprout,27066,Java,crossoverJie,https://github.com/crossoverJie/JCSprout,2017-12-17T09:06:50Z,6.44,MIT License
immer,27061,JavaScript,immerjs,https://github.com/immerjs/immer,2017-12-29T12:25:47Z,6.4,MIT License
vhr,27061,Java,lenve,https://github.com/lenve/vhr,2018-01-04T08:57:51Z,6.39,No License
alpine,27060,HTML,alpinejs,https://github.com/alpinejs/alpine,2019-11-28T13:51:55Z,4.49,MIT License
Mr.-Ranedeer-AI-Tutor,27041,,JushBJJ,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor,2023-03-31T12:37:26Z,1.15,No License
maybe,27039,Ruby,maybe-finance,https://github.com/maybe-finance/maybe,2024-01-01T22:23:46Z,0.39,GNU Affero General Public License v3.0
handson-ml2,27032,Jupyter Notebook,ageron,https://github.com/ageron/handson-ml2,2019-01-08T03:49:07Z,5.38,Apache License 2.0
legacy-homebrew,27007,,Homebrew,https://github.com/Homebrew/legacy-homebrew,2009-05-20T19:38:37Z,15.02,No License
JavaScript30,26978,HTML,wesbos,https://github.com/wesbos/JavaScript30,2016-12-07T19:15:31Z,7.46,No License
Clone-Wars,26955,,GorvGoyl,https://github.com/GorvGoyl/Clone-Wars,2020-12-02T11:10:16Z,3.47,GNU Affero General Public License v3.0
ResumeSample,26949,,geekcompany,https://github.com/geekcompany/ResumeSample,2014-09-08T08:08:13Z,9.71,No License
aseprite,26946,C++,aseprite,https://github.com/aseprite/aseprite,2014-08-19T23:44:50Z,9.76,No License
ToolJet,26881,JavaScript,ToolJet,https://github.com/ToolJet/ToolJet,2021-03-30T08:51:34Z,3.15,GNU Affero General Public License v3.0
Faker,26790,PHP,fzaninotto,https://github.com/fzaninotto/Faker,2011-10-14T22:49:02Z,12.61,MIT License
docsify,26782,JavaScript,docsifyjs,https://github.com/docsifyjs/docsify,2016-11-20T07:55:43Z,7.51,MIT License
CheatSheetSeries,26746,Python,OWASP,https://github.com/OWASP/CheatSheetSeries,2018-12-21T14:26:43Z,5.42,Creative Commons Attribution Share Alike 4.0 International
GPTs,26740,,linexjlin,https://github.com/linexjlin/GPTs,2023-11-11T03:24:16Z,0.53,No License
reverse-interview,26740,,viraptor,https://github.com/viraptor/reverse-interview,2019-09-08T13:38:40Z,4.71,Other
polars,26722,Rust,pola-rs,https://github.com/pola-rs/polars,2020-05-13T19:45:33Z,4.03,Other
chatbot-ui,26717,TypeScript,mckaywrigley,https://github.com/mckaywrigley/chatbot-ui,2023-03-11T14:53:14Z,1.2,MIT License
xxl-job,26707,Java,xuxueli,https://github.com/xuxueli/xxl-job,2015-11-28T12:59:34Z,8.49,GNU General Public License v3.0
hangzhou_house_knowledge,26703,CSS,houshanren,https://github.com/houshanren/hangzhou_house_knowledge,2018-02-24T01:54:18Z,6.25,No License
my-tv,26696,C,lizongying,https://github.com/lizongying/my-tv,2023-12-04T12:18:39Z,0.47,Apache License 2.0
mongoose,26667,JavaScript,Automattic,https://github.com/Automattic/mongoose,2010-04-06T21:39:05Z,14.14,MIT License
k3s,26655,Go,k3s-io,https://github.com/k3s-io/k3s,2018-05-31T01:37:46Z,5.98,Apache License 2.0
Data-Science-For-Beginners,26649,Jupyter Notebook,microsoft,https://github.com/microsoft/Data-Science-For-Beginners,2021-03-03T16:30:15Z,3.22,MIT License
backstage,26646,TypeScript,backstage,https://github.com/backstage/backstage,2020-01-24T22:39:49Z,4.33,Apache License 2.0
codemirror5,26630,JavaScript,codemirror,https://github.com/codemirror/codemirror5,2011-01-14T13:44:03Z,13.36,MIT License
angular-cli,26621,TypeScript,angular,https://github.com/angular/angular-cli,2015-06-04T19:49:37Z,8.97,MIT License
RevokeMsgPatcher,26584,C#,huiyadanli,https://github.com/huiyadanli/RevokeMsgPatcher,2019-07-21T15:12:52Z,4.84,GNU General Public License v3.0
numpy,26562,Python,numpy,https://github.com/numpy/numpy,2010-09-13T23:02:39Z,13.7,Other
rethinkdb,26556,C++,rethinkdb,https://github.com/rethinkdb/rethinkdb,2012-10-30T05:37:47Z,11.57,Other
data-science-ipython-notebooks,26553,Python,donnemartin,https://github.com/donnemartin/data-science-ipython-notebooks,2015-01-23T19:38:29Z,9.33,Other
gitflow,26544,Shell,nvie,https://github.com/nvie/gitflow,2010-01-20T23:14:12Z,14.35,Other
croc,26504,Go,schollz,https://github.com/schollz/croc,2017-10-17T15:20:18Z,6.6,MIT License
Complete-Python-3-Bootcamp,26474,Jupyter Notebook,Pierian-Data,https://github.com/Pierian-Data/Complete-Python-3-Bootcamp,2018-02-12T19:30:10Z,6.28,No License
ace,26460,JavaScript,ajaxorg,https://github.com/ajaxorg/ace,2010-10-27T10:43:36Z,13.58,Other
gitbook,26456,TypeScript,GitbookIO,https://github.com/GitbookIO/gitbook,2014-03-31T03:01:56Z,10.15,GNU General Public License v3.0
os-tutorial,26422,C,cfenollosa,https://github.com/cfenollosa/os-tutorial,2014-09-29T08:39:34Z,9.65,"BSD 3-Clause ""New"" or ""Revised"" License"
Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,26422,Jupyter Notebook,CamDavidsonPilon,https://github.com/CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,2013-01-14T15:46:28Z,11.36,MIT License
Real-ESRGAN,26414,Python,xinntao,https://github.com/xinntao/Real-ESRGAN,2021-07-19T03:23:30Z,2.85,"BSD 3-Clause ""New"" or ""Revised"" License"
python-fire,26410,Python,google,https://github.com/google/python-fire,2017-02-21T21:35:07Z,7.25,Other
netron,26402,JavaScript,lutzroeder,https://github.com/lutzroeder/netron,2010-12-26T12:53:43Z,13.42,MIT License
MonitorControl,26328,Swift,MonitorControl,https://github.com/MonitorControl/MonitorControl,2017-09-16T21:13:40Z,6.68,MIT License
comprehensive-rust,26316,Rust,google,https://github.com/google/comprehensive-rust,2022-12-21T15:17:24Z,1.42,Apache License 2.0
xstate,26277,TypeScript,statelyai,https://github.com/statelyai/xstate,2015-09-14T15:04:15Z,8.7,MIT License
mpv,26242,C,mpv-player,https://github.com/mpv-player/mpv,2012-10-13T08:08:44Z,11.62,Other
OpenBBTerminal,26226,Python,OpenBB-finance,https://github.com/OpenBB-finance/OpenBBTerminal,2020-12-20T10:46:38Z,3.42,Other
autogen,26209,Jupyter Notebook,microsoft,https://github.com/microsoft/autogen,2023-08-18T11:43:45Z,0.76,Creative Commons Attribution 4.0 International
react-three-fiber,26207,TypeScript,pmndrs,https://github.com/pmndrs/react-three-fiber,2019-02-25T14:31:51Z,5.24,MIT License
commander.js,26200,JavaScript,tj,https://github.com/tj/commander.js,2011-08-14T21:33:58Z,12.78,MIT License
chatgpt-on-wechat,26188,Python,zhayujie,https://github.com/zhayujie/chatgpt-on-wechat,2022-08-07T08:33:41Z,1.79,MIT License
servo,26186,,servo,https://github.com/servo/servo,2012-02-08T19:07:25Z,12.29,Mozilla Public License 2.0
kit,26182,Go,go-kit,https://github.com/go-kit/kit,2015-02-03T00:01:19Z,9.31,MIT License
Detectron,26154,Python,facebookresearch,https://github.com/facebookresearch/Detectron,2017-10-05T17:32:00Z,6.63,Apache License 2.0
dokku,26134,Shell,dokku,https://github.com/dokku/dokku,2013-06-08T10:26:57Z,10.96,MIT License
helm,26126,Go,helm,https://github.com/helm/helm,2015-10-06T01:07:32Z,8.64,Apache License 2.0
applied-ml,26090,,eugeneyan,https://github.com/eugeneyan/applied-ml,2020-07-04T18:57:47Z,3.88,MIT License
Python-programming-exercises,26080,,zhiwehu,https://github.com/zhiwehu/Python-programming-exercises,2012-06-14T07:56:46Z,11.95,No License
miaosha,26075,Java,qiurunze123,https://github.com/qiurunze123/miaosha,2018-09-14T04:36:24Z,5.69,No License
nodemon,26057,JavaScript,remy,https://github.com/remy/nodemon,2010-10-03T12:50:52Z,13.65,MIT License
llvm-project,26050,,llvm,https://github.com/llvm/llvm-project,2016-12-07T09:39:33Z,7.46,Other
react-virtualized,26015,JavaScript,bvaughn,https://github.com/bvaughn/react-virtualized,2015-11-03T00:48:07Z,8.56,MIT License
viper,26004,Go,spf13,https://github.com/spf13/viper,2014-04-02T14:33:33Z,10.15,MIT License
OpenDevin,26002,Python,OpenDevin,https://github.com/OpenDevin/OpenDevin,2024-03-13T03:33:31Z,0.19,MIT License
ink,25952,TypeScript,vadimdemedes,https://github.com/vadimdemedes/ink,2017-06-12T06:12:28Z,6.95,MIT License
90DaysOfDevOps,25936,Shell,MichaelCade,https://github.com/MichaelCade/90DaysOfDevOps,2021-12-26T13:55:18Z,2.41,Other
CyberChef,25923,JavaScript,gchq,https://github.com/gchq/CyberChef,2016-11-28T10:34:07Z,7.49,Apache License 2.0
vagrant,25919,Ruby,hashicorp,https://github.com/hashicorp/vagrant,2010-01-21T08:34:27Z,14.35,Other
nprogress,25887,JavaScript,rstacruz,https://github.com/rstacruz/nprogress,2013-08-20T13:58:02Z,10.76,MIT License
aos,25844,JavaScript,michalsnik,https://github.com/michalsnik/aos,2015-07-09T17:49:00Z,8.88,MIT License
freqtrade,25838,Python,freqtrade,https://github.com/freqtrade/freqtrade,2017-05-17T23:48:53Z,7.02,GNU General Public License v3.0
OpenVoice,25818,Python,myshell-ai,https://github.com/myshell-ai/OpenVoice,2023-11-29T12:17:01Z,0.48,MIT License
select2,25809,JavaScript,select2,https://github.com/select2/select2,2012-03-04T18:43:12Z,12.22,MIT License
fetch,25797,JavaScript,JakeChampion,https://github.com/JakeChampion/fetch,2014-10-13T00:26:19Z,9.62,MIT License
the_silver_searcher,25786,C,ggreer,https://github.com/ggreer/the_silver_searcher,2011-11-19T19:50:47Z,12.52,Apache License 2.0
server,25781,PHP,nextcloud,https://github.com/nextcloud/server,2016-06-02T07:44:14Z,7.98,GNU Affero General Public License v3.0
surrealdb,25735,Rust,surrealdb,https://github.com/surrealdb/surrealdb,2021-12-09T15:03:29Z,2.45,Other
mediapipe,25732,C++,google-ai-edge,https://github.com/google-ai-edge/mediapipe,2019-06-13T19:16:41Z,4.95,Apache License 2.0
fastai,25710,Jupyter Notebook,fastai,https://github.com/fastai/fastai,2017-09-09T17:43:36Z,6.7,Apache License 2.0
directus,25693,TypeScript,directus,https://github.com/directus/directus,2012-12-12T01:35:36Z,11.45,Other
dnSpy,25688,C#,dnSpy,https://github.com/dnSpy/dnSpy,2015-07-01T16:05:10Z,8.9,No License
trilium,25681,JavaScript,zadam,https://github.com/zadam/trilium,2017-05-23T00:30:20Z,7.01,GNU Affero General Public License v3.0
request,25676,JavaScript,request,https://github.com/request/request,2011-01-23T01:25:14Z,13.34,Apache License 2.0
fastjson,25655,Java,alibaba,https://github.com/alibaba/fastjson,2011-11-03T06:58:52Z,12.56,Apache License 2.0
swagger-ui,25655,JavaScript,swagger-api,https://github.com/swagger-api/swagger-ui,2011-07-15T22:56:39Z,12.86,Apache License 2.0
EasySpider,25650,JavaScript,NaiboWang,https://github.com/NaiboWang/EasySpider,2020-07-18T02:41:27Z,3.85,Other
xgboost,25650,C++,dmlc,https://github.com/dmlc/xgboost,2014-02-06T17:28:03Z,10.3,Apache License 2.0
hosts,25645,Python,StevenBlack,https://github.com/StevenBlack/hosts,2012-04-12T20:22:50Z,12.12,MIT License
fastText,25624,HTML,facebookresearch,https://github.com/facebookresearch/fastText,2016-07-16T13:38:42Z,7.86,MIT License
lux,25620,Go,iawia002,https://github.com/iawia002/lux,2018-02-24T11:29:03Z,6.25,MIT License
Modernizr,25614,JavaScript,Modernizr,https://github.com/Modernizr/Modernizr,2009-09-25T20:13:23Z,14.67,MIT License
cmder,25606,C++,cmderdev,https://github.com/cmderdev/cmder,2013-07-09T07:44:22Z,10.88,MIT License
HEU_KMS_Activator,25597,,zbezj,https://github.com/zbezj/HEU_KMS_Activator,2019-06-23T00:49:35Z,4.92,No License
hacker-laws,25574,Shell,dwmkerr,https://github.com/dwmkerr/hacker-laws,2018-01-25T03:46:34Z,6.33,Creative Commons Attribution Share Alike 4.0 International
mongo,25570,C++,mongodb,https://github.com/mongodb/mongo,2009-01-15T16:15:18Z,15.36,Other
butterknife,25568,Java,JakeWharton,https://github.com/JakeWharton/butterknife,2013-03-05T08:18:59Z,11.22,Apache License 2.0
plyr,25524,JavaScript,sampotts,https://github.com/sampotts/plyr,2015-02-14T11:33:07Z,9.28,MIT License
Flowise,25506,TypeScript,FlowiseAI,https://github.com/FlowiseAI/Flowise,2023-03-31T12:23:09Z,1.15,Apache License 2.0
coder2gwy,25472,,coder2gwy,https://github.com/coder2gwy/coder2gwy,2020-12-30T14:40:50Z,3.4,No License
fonts,25413,Shell,powerline,https://github.com/powerline/fonts,2012-12-19T13:31:50Z,11.43,No License
stb,25394,C,nothings,https://github.com/nothings/stb,2014-05-25T16:51:23Z,10.0,Other
qBittorrent,25393,C++,qbittorrent,https://github.com/qbittorrent/qBittorrent,2012-02-04T09:37:46Z,12.31,Other
GPT-SoVITS,25388,Python,RVC-Boss,https://github.com/RVC-Boss/GPT-SoVITS,2024-01-14T18:05:21Z,0.35,MIT License
darknet,25378,C,pjreddie,https://github.com/pjreddie/darknet,2014-04-11T07:59:16Z,10.12,Other
awesome-electron,25371,,sindresorhus,https://github.com/sindresorhus/awesome-electron,2015-04-23T11:48:53Z,9.09,Creative Commons Zero v1.0 Universal
tuning_playbook,25357,,google-research,https://github.com/google-research/tuning_playbook,2023-01-18T23:32:32Z,1.34,Other
lottie-ios,25348,Swift,airbnb,https://github.com/airbnb/lottie-ios,2016-10-06T22:38:38Z,7.63,Apache License 2.0
quasar,25331,JavaScript,quasarframework,https://github.com/quasarframework/quasar,2015-10-05T15:45:36Z,8.64,MIT License
YouCompleteMe,25296,Python,ycm-core,https://github.com/ycm-core/YouCompleteMe,2012-04-16T03:12:14Z,12.11,GNU General Public License v3.0
refine,25279,TypeScript,refinedev,https://github.com/refinedev/refine,2021-01-20T12:01:32Z,3.34,MIT License
Web,25266,,qianguyihao,https://github.com/qianguyihao/Web,2017-01-03T11:44:33Z,7.39,Other
Depix,25248,Python,spipm,https://github.com/spipm/Depix,2020-12-06T12:39:08Z,3.46,Other
glances,25243,Python,nicolargo,https://github.com/nicolargo/glances,2011-12-04T08:49:15Z,12.48,Other
emscripten,25236,C++,emscripten-core,https://github.com/emscripten-core/emscripten,2011-02-12T05:23:30Z,13.28,Other
roop,25235,Python,s0md3v,https://github.com/s0md3v/roop,2023-05-28T14:37:54Z,0.99,GNU General Public License v3.0
outline,25224,TypeScript,outline,https://github.com/outline/outline,2016-05-22T21:31:47Z,8.01,Other
Tvlist-awesome-m3u-m3u8,25209,,imDazui,https://github.com/imDazui/Tvlist-awesome-m3u-m3u8,2017-02-18T03:59:25Z,7.26,No License
toBeTopJavaer,25202,Java,hollischuang,https://github.com/hollischuang/toBeTopJavaer,2018-10-25T09:54:54Z,5.58,No License
k9s,25187,Go,derailed,https://github.com/derailed/k9s,2019-01-25T18:46:02Z,5.33,Apache License 2.0
awesome-deep-learning-papers,25184,TeX,terryum,https://github.com/terryum/awesome-deep-learning-papers,2016-06-03T06:48:30Z,7.98,No License
ItChat,25174,Python,littlecodersh,https://github.com/littlecodersh/ItChat,2016-01-19T07:49:48Z,8.35,MIT License
turbo,25171,Rust,vercel,https://github.com/vercel/turbo,2021-10-05T17:37:11Z,2.63,Mozilla Public License 2.0
modern-js-cheatsheet,25159,,mbeaudru,https://github.com/mbeaudru/modern-js-cheatsheet,2017-09-18T14:56:00Z,6.68,MIT License
handson-ml,25106,Jupyter Notebook,ageron,https://github.com/ageron/handson-ml,2016-02-16T19:48:39Z,8.27,Apache License 2.0
redash,25103,Python,getredash,https://github.com/getredash/redash,2013-10-28T13:19:39Z,10.58,"BSD 2-Clause ""Simplified"" License"
ngx-admin,25064,TypeScript,akveo,https://github.com/akveo/ngx-admin,2016-05-25T10:09:03Z,8.0,MIT License
spleeter,25052,Python,deezer,https://github.com/deezer/spleeter,2019-09-26T15:40:46Z,4.66,MIT License
Signal-Android,25010,Java,signalapp,https://github.com/signalapp/Signal-Android,2011-12-15T20:01:12Z,12.44,GNU Affero General Public License v3.0
python-telegram-bot,25008,Python,python-telegram-bot,https://github.com/python-telegram-bot/python-telegram-bot,2015-07-07T15:30:39Z,8.88,GNU General Public License v3.0
MiniGPT-4,25003,Python,Vision-CAIR,https://github.com/Vision-CAIR/MiniGPT-4,2023-04-15T22:17:09Z,1.1,"BSD 3-Clause ""New"" or ""Revised"" License"
incubator-seata,24983,Java,apache,https://github.com/apache/incubator-seata,2018-12-28T08:37:22Z,5.41,Apache License 2.0
awesome-cto,24973,,kuchin,https://github.com/kuchin/awesome-cto,2016-12-16T19:22:18Z,7.44,Creative Commons Zero v1.0 Universal
tokio,24969,Rust,tokio-rs,https://github.com/tokio-rs/tokio,2016-09-09T22:31:36Z,7.7,MIT License
proxyee-down,24964,Java,proxyee-down-org,https://github.com/proxyee-down-org/proxyee-down,2017-10-25T10:07:27Z,6.58,Apache License 2.0
SDWebImage,24942,Objective-C,SDWebImage,https://github.com/SDWebImage/SDWebImage,2009-09-21T17:39:19Z,14.68,MIT License
iris,24934,Go,kataras,https://github.com/kataras/iris,2016-01-30T04:36:48Z,8.32,"BSD 3-Clause ""New"" or ""Revised"" License"
spotube,24932,Dart,KRTirtho,https://github.com/KRTirtho/spotube,2021-02-14T03:17:58Z,3.27,Other
fe-interview,24886,JavaScript,haizlin,https://github.com/haizlin/fe-interview,2019-04-17T03:05:58Z,5.1,MIT License
discord.js,24881,TypeScript,discordjs,https://github.com/discordjs/discord.js,2015-08-10T13:36:26Z,8.79,Apache License 2.0
rollup,24881,JavaScript,rollup,https://github.com/rollup/rollup,2015-05-14T22:26:28Z,9.03,Other
taichi,24863,C++,taichi-dev,https://github.com/taichi-dev/taichi,2016-11-24T10:00:05Z,7.5,Apache License 2.0
ruoyi-vue-pro,24812,Java,YunaiV,https://github.com/YunaiV/ruoyi-vue-pro,2021-01-24T03:18:25Z,3.33,MIT License
tdesktop,24807,C++,telegramdesktop,https://github.com/telegramdesktop/tdesktop,2014-05-02T12:36:31Z,10.07,Other
nylas-mail,24786,JavaScript,nylas,https://github.com/nylas/nylas-mail,2014-10-16T18:29:12Z,9.61,MIT License
mantine,24756,TypeScript,mantinedev,https://github.com/mantinedev/mantine,2021-01-07T14:02:19Z,3.38,MIT License
fish-shell,24756,Rust,fish-shell,https://github.com/fish-shell/fish-shell,2012-05-10T03:00:55Z,12.04,Other
Rectangle,24728,Swift,rxhanson,https://github.com/rxhanson/Rectangle,2019-06-21T21:34:53Z,4.92,Other
plane,24721,TypeScript,makeplane,https://github.com/makeplane/plane,2022-11-19T12:55:01Z,1.51,GNU Affero General Public License v3.0
SmartRefreshLayout,24719,Java,scwang90,https://github.com/scwang90/SmartRefreshLayout,2017-06-02T09:52:50Z,6.98,Apache License 2.0
react-native-elements,24667,MDX,react-native-elements,https://github.com/react-native-elements/react-native-elements,2016-09-08T14:21:41Z,7.71,MIT License
bubbletea,24645,Go,charmbracelet,https://github.com/charmbracelet/bubbletea,2020-01-10T21:04:03Z,4.37,MIT License
pipenv,24635,Python,pypa,https://github.com/pypa/pipenv,2017-01-20T00:44:02Z,7.34,MIT License
nsq,24630,Go,nsqio,https://github.com/nsqio/nsq,2012-05-12T14:37:08Z,12.04,MIT License
cascadia-code,24627,Python,microsoft,https://github.com/microsoft/cascadia-code,2019-07-10T22:50:20Z,4.87,Other
faas,24607,Go,openfaas,https://github.com/openfaas/faas,2016-12-22T12:51:39Z,7.42,MIT License
headlessui,24603,TypeScript,tailwindlabs,https://github.com/tailwindlabs/headlessui,2020-09-16T09:53:09Z,3.68,MIT License
EventBus,24599,Java,greenrobot,https://github.com/greenrobot/EventBus,2012-07-16T16:55:40Z,11.86,Apache License 2.0
eShopOnContainers,24567,C#,dotnet-architecture,https://github.com/dotnet-architecture/eShopOnContainers,2016-10-05T22:35:23Z,7.63,No License
UTM,24567,Swift,utmapp,https://github.com/utmapp/UTM,2019-04-12T16:09:24Z,5.12,Apache License 2.0
feather,24546,JavaScript,feathericons,https://github.com/feathericons/feather,2014-05-28T19:49:55Z,9.99,MIT License
apollo,24545,C++,ApolloAuto,https://github.com/ApolloAuto/apollo,2017-07-04T19:03:31Z,6.89,Apache License 2.0
paper-reading,24495,,mli,https://github.com/mli/paper-reading,2021-10-22T06:34:51Z,2.59,Apache License 2.0
bulletproof-react,24479,TypeScript,alan2207,https://github.com/alan2207/bulletproof-react,2021-05-30T14:47:16Z,2.98,MIT License
DeepSpeech,24455,C++,mozilla,https://github.com/mozilla/DeepSpeech,2016-06-02T15:04:53Z,7.98,Mozilla Public License 2.0
legado,24430,Kotlin,gedoor,https://github.com/gedoor/legado,2019-05-22T04:18:58Z,5.01,GNU General Public License v3.0
srs,24406,C++,ossrs,https://github.com/ossrs/srs,2015-04-29T06:59:32Z,9.07,MIT License
devtools,24406,TypeScript,vuejs,https://github.com/vuejs/devtools,2014-09-29T03:52:07Z,9.65,MIT License
eslint,24400,JavaScript,eslint,https://github.com/eslint/eslint,2013-06-29T23:59:48Z,10.9,MIT License
30-Days-Of-React,24399,JavaScript,Asabeneh,https://github.com/Asabeneh/30-Days-Of-React,2020-09-29T13:38:54Z,3.65,No License
openssl,24393,C,openssl,https://github.com/openssl/openssl,2013-01-15T22:34:48Z,11.36,Apache License 2.0
go,24388,,datasciencemasters,https://github.com/datasciencemasters/go,2013-08-14T08:33:55Z,10.78,The Unlicense
awesome-vscode,24371,JavaScript,viatsko,https://github.com/viatsko/awesome-vscode,2016-02-07T23:02:45Z,8.29,Creative Commons Zero v1.0 Universal
localForage,24361,JavaScript,localForage,https://github.com/localForage/localForage,2013-10-31T00:10:06Z,10.57,Apache License 2.0
awesome-swift,24333,Ruby,matteocrippa,https://github.com/matteocrippa/awesome-swift,2014-07-10T14:04:09Z,9.88,Creative Commons Zero v1.0 Universal
autocomplete,24304,TypeScript,withfig,https://github.com/withfig/autocomplete,2020-09-29T02:21:06Z,3.65,MIT License
docker_practice,24292,Go,yeasy,https://github.com/yeasy/docker_practice,2014-09-05T04:06:39Z,9.72,No License
iTerm2-Color-Schemes,24275,Shell,mbadolato,https://github.com/mbadolato/iTerm2-Color-Schemes,2011-04-01T04:01:46Z,13.15,Other
tinygrad,24274,Python,tinygrad,https://github.com/tinygrad/tinygrad,2020-10-18T16:23:12Z,3.59,MIT License
so-vits-svc,24263,Python,svc-develop-team,https://github.com/svc-develop-team/so-vits-svc,2023-03-10T09:31:09Z,1.21,GNU Affero General Public License v3.0
table,24259,TypeScript,TanStack,https://github.com/TanStack/table,2016-10-20T17:25:08Z,7.59,MIT License
go-patterns,24250,Go,tmrts,https://github.com/tmrts/go-patterns,2015-12-14T22:05:06Z,8.44,Apache License 2.0
openzeppelin-contracts,24244,JavaScript,OpenZeppelin,https://github.com/OpenZeppelin/openzeppelin-contracts,2016-08-01T20:54:54Z,7.81,MIT License
firecracker,24236,Rust,firecracker-microvm,https://github.com/firecracker-microvm/firecracker,2017-10-19T06:18:47Z,6.6,Apache License 2.0
Mask_RCNN,24222,Python,matterport,https://github.com/matterport/Mask_RCNN,2017-10-19T20:28:34Z,6.59,Other
filebrowser,24206,Go,filebrowser,https://github.com/filebrowser/filebrowser,2015-09-11T21:21:58Z,8.7,Apache License 2.0
pkg,24199,JavaScript,vercel,https://github.com/vercel/pkg,2016-08-08T19:41:59Z,7.79,MIT License
setup-ipsec-vpn,24190,Shell,hwdsl2,https://github.com/hwdsl2/setup-ipsec-vpn,2016-01-07T16:44:12Z,8.38,Other
RxSwift,24179,Swift,ReactiveX,https://github.com/ReactiveX/RxSwift,2015-04-07T21:25:17Z,9.13,MIT License
react-admin,24179,TypeScript,marmelab,https://github.com/marmelab/react-admin,2016-07-13T07:58:54Z,7.87,MIT License
idiomatic.js,24173,,rwaldron,https://github.com/rwaldron/idiomatic.js,2011-05-25T17:48:59Z,13.0,Other
logrus,24149,Go,sirupsen,https://github.com/sirupsen/logrus,2013-10-16T19:08:55Z,10.61,MIT License
tiptap,24146,TypeScript,ueberdosis,https://github.com/ueberdosis/tiptap,2018-08-20T19:58:58Z,5.76,MIT License
BaseRecyclerViewAdapterHelper,24126,Kotlin,CymChad,https://github.com/CymChad/BaseRecyclerViewAdapterHelper,2016-04-10T07:40:11Z,8.12,MIT License
components,24109,TypeScript,angular,https://github.com/angular/components,2016-01-04T18:50:02Z,8.39,MIT License
awesome-actions,24078,,sdras,https://github.com/sdras/awesome-actions,2018-10-17T17:53:45Z,5.6,Creative Commons Zero v1.0 Universal
dragonfly,24075,C++,dragonflydb,https://github.com/dragonflydb/dragonfly,2021-12-11T10:00:42Z,2.45,Other
envoy,24063,C++,envoyproxy,https://github.com/envoyproxy/envoy,2016-08-08T15:07:24Z,7.79,Apache License 2.0
mdb-ui-kit,24051,SCSS,mdbootstrap,https://github.com/mdbootstrap/mdb-ui-kit,2014-08-18T11:54:00Z,9.77,Other
Wox,24048,Go,Wox-launcher,https://github.com/Wox-launcher/Wox,2013-12-19T15:49:32Z,10.43,GNU General Public License v3.0
Avalonia,24042,C#,AvaloniaUI,https://github.com/AvaloniaUI/Avalonia,2013-12-05T20:13:21Z,10.47,MIT License
restic,24018,Go,restic,https://github.com/restic/restic,2014-04-27T14:07:58Z,10.08,"BSD 2-Clause ""Simplified"" License"
coc.nvim,24011,TypeScript,neoclide,https://github.com/neoclide/coc.nvim,2018-05-01T22:39:02Z,6.06,Other
micro,24000,Go,zyedidia,https://github.com/zyedidia/micro,2016-03-11T02:06:28Z,8.21,MIT License
ngrok,23986,Go,inconshreveable,https://github.com/inconshreveable/ngrok,2013-03-20T09:37:43Z,11.18,Other
iview,23975,Vue,iview,https://github.com/iview/iview,2016-07-28T01:52:59Z,7.82,Other
ultralytics,23969,Python,ultralytics,https://github.com/ultralytics/ultralytics,2022-09-11T16:39:45Z,1.7,GNU Affero General Public License v3.0
